area,area_code,proc_code,proc,comm_code,source_code,source,item_code,item,tcf
Norfolk Island,161,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Norfolk Island,161,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Norfolk Island,161,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Norway,162,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Norway,162,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Norway,162,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Norway,162,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.14
Norway,162,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Norway,162,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Norway,162,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Norway,162,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Norway,162,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Northern Mariana Islands,163,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Northern Mariana Islands,163,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Northern Mariana Islands,163,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Northern Mariana Islands,163,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Northern Mariana Islands,163,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Northern Mariana Islands,163,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Northern Mariana Islands,163,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.11
Northern Mariana Islands,163,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Northern Mariana Islands,163,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Pacific Islands Trust Territory,164,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Pacific Islands Trust Territory,164,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Pacific Islands Trust Territory,164,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Pacific Islands Trust Territory,164,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.11
Pacific Islands Trust Territory,164,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Pacific Islands Trust Territory,164,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Pacific Islands Trust Territory,164,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Pacific Islands Trust Territory,164,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Pacific Islands Trust Territory,164,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Pakistan,165,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Pakistan,165,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Pakistan,165,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.095
Pakistan,165,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.1
Pakistan,165,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.1
Pakistan,165,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Pakistan,165,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Pakistan,165,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Pakistan,165,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Panama,166,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Panama,166,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Panama,166,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.1
Panama,166,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Panama,166,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.67
Panama,166,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.06
Panama,166,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Panama,166,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.14
Panama,166,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Czech Republic,167,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Czech Republic,167,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Czech Republic,167,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Czech Republic,167,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Czech Republic,167,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Czech Republic,167,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Czech Republic,167,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.14
Czech Republic,167,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Czech Republic,167,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Papua New Guinea,168,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Papua New Guinea,168,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Papua New Guinea,168,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.14
Papua New Guinea,168,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Papua New Guinea,168,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Papua New Guinea,168,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Papua New Guinea,168,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Papua New Guinea,168,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Papua New Guinea,168,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Paraguay,169,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Paraguay,169,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Paraguay,169,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.69
Paraguay,169,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Paraguay,169,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.095
Paraguay,169,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Paraguay,169,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Paraguay,169,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.14
Paraguay,169,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Peru,170,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.14
Peru,170,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.087
Peru,170,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.062
Peru,170,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.66
Peru,170,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Peru,170,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Peru,170,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Peru,170,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Peru,170,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Philippines,171,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Philippines,171,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.14
Philippines,171,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.092
Philippines,171,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.08
Philippines,171,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Philippines,171,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Philippines,171,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Philippines,171,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Philippines,171,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Pitcairn Islands,172,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Pitcairn Islands,172,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Pitcairn Islands,172,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Pitcairn Islands,172,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Pitcairn Islands,172,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.11
Pitcairn Islands,172,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Pitcairn Islands,172,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Pitcairn Islands,172,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Pitcairn Islands,172,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Poland,173,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Poland,173,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Poland,173,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Poland,173,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Poland,173,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Poland,173,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Poland,173,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.13
Poland,173,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Poland,173,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Portugal,174,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Portugal,174,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.73
Portugal,174,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.075
Portugal,174,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.1
Portugal,174,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Portugal,174,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Portugal,174,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Portugal,174,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Portugal,174,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Guinea-Bissau,175,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Guinea-Bissau,175,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Guinea-Bissau,175,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Guinea-Bissau,175,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Guinea-Bissau,175,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Guinea-Bissau,175,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.14
Guinea-Bissau,175,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Guinea-Bissau,175,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Guinea-Bissau,175,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Timor-Leste,176,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Timor-Leste,176,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Timor-Leste,176,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Timor-Leste,176,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.11
Timor-Leste,176,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Timor-Leste,176,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.055
Timor-Leste,176,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Timor-Leste,176,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Timor-Leste,176,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Puerto Rico,177,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.08
Puerto Rico,177,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Puerto Rico,177,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.14
Puerto Rico,177,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Puerto Rico,177,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Puerto Rico,177,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Puerto Rico,177,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Puerto Rico,177,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Puerto Rico,177,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Eritrea,178,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Eritrea,178,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Eritrea,178,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Eritrea,178,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Eritrea,178,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Eritrea,178,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Eritrea,178,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.11
Eritrea,178,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Eritrea,178,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Qatar,179,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Qatar,179,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Qatar,179,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Qatar,179,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.11
Qatar,179,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Qatar,179,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Qatar,179,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Qatar,179,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Qatar,179,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Palau,180,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Palau,180,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Palau,180,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Palau,180,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
